t_s,status,latency_ms,note
151.656,200,217.47,
151.863,200,206.94,
152.085,200,221.59,
152.301,200,215.98,
152.522,200,221.34,
152.734,200,212.32,
152.942,200,207.61,
153.164,200,221.68,
153.375,200,211.11,
153.602,200,226.62,
153.809,200,207.0,
154.018,200,209.7,
154.233,200,215.1,
154.443,200,209.18,
154.656,200,213.06,
154.866,200,210.51,
155.072,200,206.08,
155.293,200,220.98,
155.507,200,213.25,
155.723,200,216.36,
155.952,200,229.39,
156.162,200,209.34,
156.449,200,287.26,
156.655,200,206.33,
156.87,200,214.96,
157.081,200,210.29,
157.294,200,213.12,
157.521,200,227.58,
157.736,200,214.72,
157.952,200,215.69,
158.161,200,209.26,
158.375,200,214.15,
158.589,200,213.18,
158.802,200,213.21,
159.014,200,211.83,
159.228,200,214.64,
159.436,200,207.55,
159.653,200,216.69,
159.86,200,207.15,
160.087,200,227.03,
160.379,200,292.03,
160.587,200,208.08,
160.802,200,215.4,
161.014,200,211.81,
161.231,200,216.74,
161.451,200,220.44,
161.672,200,220.79,
161.893,200,220.46,
162.107,200,213.85,
162.317,200,210.8,
162.535,200,217.48,
162.741,200,206.44,
162.956,200,215.0,
163.164,200,207.48,
163.381,200,217.38,
163.592,200,210.65,
163.966,200,373.64,
164.242,200,276.28,
164.606,200,364.08,
164.816,200,210.35,
165.029,200,212.7,
165.238,200,209.21,
165.447,200,208.14,
165.654,200,207.0,
165.879,200,225.28,
166.086,200,207.57,
166.304,200,217.59,
166.511,200,207.14,
166.725,200,213.3,
166.942,200,217.06,
167.149,200,207.87,
167.372,200,222.8,
167.591,200,218.54,
167.796,200,205.4,
168.01,200,213.6,
168.215,200,204.6,
168.433,200,218.8,
168.64,200,206.95,
168.853,200,213.09,
169.069,200,215.92,
169.275,200,205.8,
169.488,200,212.33,
169.693,200,205.6,
169.894,200,200.48,
170.103,200,208.93,
170.329,200,226.04,
170.555,200,226.0,
170.77,200,215.76,
170.974,200,203.14,
171.174,200,200.7,
171.388,200,213.33,
171.606,200,218.4,
171.818,200,211.92,
172.023,200,204.48,
172.229,200,206.59,
172.45,200,221.02,
172.651,200,200.46,
172.856,200,205.76,
173.062,200,205.98,
173.266,200,203.88,
173.479,200,212.52,
173.684,200,205.36,
173.933,200,248.68,
174.139,200,205.68,
174.346,200,207.08,
174.556,200,210.49,
174.767,200,210.29,
174.98,200,213.64,
175.243,200,263.05,
175.479,200,235.61,
175.693,200,214.28,
175.952,200,258.88,
176.166,200,214.23,
176.403,200,236.34,
